device_id,segment_code,start_time,end_time,activity_level
893,1,2015-02-08 14:00:00,2015-02-08 14:22:00,sedentary
893,1,2015-02-08 14:23:00,2015-02-08 18:36:00,sleep
893,2,2015-02-08 18:37:00,2015-02-08 19:17:00,light
893,2,2015-02-08 19:18:00,2015-02-08 19:22:00,sedentary
893,2,2015-02-08 19:23:00,2015-02-09 06:08:00,sleep
893,3,2015-02-09 06:09:00,2015-02-09 07:14:00,light
893,3,2015-02-09 07:15:00,2015-02-09 09:17:00,light
893,3,2015-02-09 09:18:00,2015-02-09 09:43:00,sedentary
893,3,2015-02-09 09:44:00,2015-02-09 10:00:00,sleep
893,4,2015-02-09 10:01:00,2015-02-09 10:46:00,light
893,4,2015-02-09 10:47:00,2015-02-09 11:39:00,light
893,4,2015-02-09 11:40:00,2015-02-09 11:43:00,sedentary
893,4,2015-02-09 11:44:00,2015-02-09 12:19:00,sleep
